SpaceID,EventTime_UTC,OccupancyState
CB2295,07/23/2019 04:38:30 PM,VACANT
CB3316,07/23/2019 04:38:27 PM,OCCUPIED
82708,07/23/2019 04:38:20 PM,OCCUPIED
CB1248,07/23/2019 04:38:20 PM,OCCUPIED
WP149,07/23/2019 04:38:18 PM,VACANT
CB3706,07/23/2019 04:38:15 PM,OCCUPIED
LT315,07/23/2019 04:38:09 PM,VACANT
CB1339,07/23/2019 04:38:09 PM,OCCUPIED
CB587,07/23/2019 04:38:08 PM,OCCUPIED
CB3693,07/23/2019 04:38:07 PM,VACANT
HO515B,07/23/2019 04:38:06 PM,VACANT
CB2171,07/23/2019 04:38:05 PM,OCCUPIED
ED389,07/23/2019 04:38:05 PM,OCCUPIED
CB3817,07/23/2019 04:38:04 PM,VACANT
SV621,07/23/2019 04:38:03 PM,OCCUPIED
HO684A,07/23/2019 04:38:02 PM,OCCUPIED
CC1168,07/23/2019 04:38:01 PM,VACANT
WP78A,07/23/2019 04:38:00 PM,OCCUPIED
LT463,07/23/2019 04:38:00 PM,VACANT
WP78,07/23/2019 04:37:59 PM,OCCUPIED
61211,07/23/2019 04:37:57 PM,OCCUPIED
CB610,07/23/2019 04:37:56 PM,OCCUPIED
CB797,07/23/2019 04:37:52 PM,VACANT
CB3824,07/23/2019 04:37:50 PM,OCCUPIED
CB681,07/23/2019 04:37:50 PM,OCCUPIED
HO121,07/23/2019 04:37:44 PM,OCCUPIED
CB1789,07/23/2019 04:37:42 PM,VACANT
CB3325,07/23/2019 04:37:41 PM,OCCUPIED
66296,07/23/2019 04:37:34 PM,VACANT
CB1501,07/23/2019 04:37:34 PM,OCCUPIED
66402,07/23/2019 04:37:33 PM,VACANT
CB967,07/23/2019 04:37:32 PM,OCCUPIED
SV164,07/23/2019 04:37:30 PM,OCCUPIED
ED779,07/23/2019 04:37:23 PM,OCCUPIED
V77,07/23/2019 04:37:23 PM,UNKNOWN
CB1671,07/23/2019 04:37:19 PM,OCCUPIED
CB225,07/23/2019 04:37:18 PM,VACANT
CB3150,07/23/2019 04:37:16 PM,OCCUPIED
SV202A,07/23/2019 04:37:13 PM,OCCUPIED
CC1500,07/23/2019 04:37:13 PM,OCCUPIED
HO278,07/23/2019 04:37:07 PM,OCCUPIED
WP136,07/23/2019 04:37:07 PM,OCCUPIED
CB4064,07/23/2019 04:37:04 PM,OCCUPIED
CT393,07/23/2019 04:37:03 PM,OCCUPIED
CB776,07/23/2019 04:37:00 PM,OCCUPIED
WV94,07/23/2019 04:37:00 PM,OCCUPIED
CB3260,07/23/2019 04:36:55 PM,OCCUPIED
WV282,07/23/2019 04:36:53 PM,OCCUPIED
V78,07/23/2019 04:36:52 PM,UNKNOWN
V206,07/23/2019 04:36:50 PM,UNKNOWN
CB3915,07/23/2019 04:36:50 PM,VACANT
CB3359,07/23/2019 04:36:49 PM,OCCUPIED
CB3001A,07/23/2019 04:36:48 PM,OCCUPIED
CT583,07/23/2019 04:36:46 PM,OCCUPIED
CB809,07/23/2019 04:36:43 PM,OCCUPIED
HO958,07/23/2019 04:36:42 PM,OCCUPIED
SV12,07/23/2019 04:36:40 PM,OCCUPIED
HO37,07/23/2019 04:36:40 PM,VACANT
CC326,07/23/2019 04:36:37 PM,VACANT
SV202,07/23/2019 04:36:37 PM,OCCUPIED
CC866,07/23/2019 04:36:36 PM,OCCUPIED
SV941,07/23/2019 04:36:32 PM,OCCUPIED
SV827,07/23/2019 04:36:25 PM,VACANT
WV241,07/23/2019 04:36:20 PM,OCCUPIED
WV293,07/23/2019 04:36:18 PM,OCCUPIED
CB2233A,07/23/2019 04:36:17 PM,OCCUPIED
CB4065A,07/23/2019 04:36:15 PM,VACANT
CB847,07/23/2019 04:36:13 PM,VACANT
CC1332,07/23/2019 04:36:11 PM,OCCUPIED
CB3145,07/23/2019 04:36:05 PM,OCCUPIED
CB3930A,07/23/2019 04:36:03 PM,OCCUPIED
WV203,07/23/2019 04:36:03 PM,OCCUPIED
CB3337,07/23/2019 04:36:00 PM,OCCUPIED
HO596,07/23/2019 04:35:56 PM,VACANT
CB899,07/23/2019 04:35:55 PM,OCCUPIED
CB1852B,07/23/2019 04:35:53 PM,OCCUPIED
WV688,07/23/2019 04:35:47 PM,OCCUPIED
CB1155,07/23/2019 04:35:43 PM,VACANT
CB772,07/23/2019 04:35:40 PM,OCCUPIED
CC1417A,07/23/2019 04:35:39 PM,OCCUPIED
ED216,07/23/2019 04:35:37 PM,OCCUPIED
CB2557,07/23/2019 04:35:37 PM,VACANT
HO697,07/23/2019 04:35:36 PM,OCCUPIED
CC1424,07/23/2019 04:35:33 PM,OCCUPIED
CB134,07/23/2019 04:35:22 PM,OCCUPIED
CB3338,07/23/2019 04:35:21 PM,OCCUPIED
HO116,07/23/2019 04:35:17 PM,OCCUPIED
CB2279A,07/23/2019 04:35:11 PM,VACANT
CB2230B,07/23/2019 04:35:10 PM,OCCUPIED
CB569,07/23/2019 04:35:08 PM,OCCUPIED
CB2189,07/23/2019 04:35:08 PM,OCCUPIED
SV644,07/23/2019 04:35:06 PM,VACANT
SV384,07/23/2019 04:35:02 PM,VACANT
CB445A,07/23/2019 04:34:54 PM,OCCUPIED
LT204,07/23/2019 04:34:53 PM,OCCUPIED
CB4303,07/23/2019 04:34:53 PM,OCCUPIED
CT218,07/23/2019 04:34:51 PM,OCCUPIED
LT115,07/23/2019 04:34:51 PM,OCCUPIED
LT117,07/23/2019 04:34:51 PM,VACANT
WV472,07/23/2019 04:34:42 PM,OCCUPIED
LT12,07/23/2019 04:34:42 PM,OCCUPIED
CB2614,07/23/2019 04:34:41 PM,OCCUPIED
LT335,07/23/2019 04:34:38 PM,VACANT
SV110A,07/23/2019 04:34:37 PM,VACANT
HO619,07/23/2019 04:34:37 PM,OCCUPIED
CB2640,07/23/2019 04:34:37 PM,OCCUPIED
66206,07/23/2019 04:34:37 PM,VACANT
66408,07/23/2019 04:34:35 PM,VACANT
CB3582,07/23/2019 04:34:32 PM,OCCUPIED
LT202A,07/23/2019 04:34:32 PM,OCCUPIED
CB3236,07/23/2019 04:34:30 PM,OCCUPIED
HO177,07/23/2019 04:34:29 PM,OCCUPIED
SV207,07/23/2019 04:34:18 PM,VACANT
CB841,07/23/2019 04:34:17 PM,OCCUPIED
CB2379,07/23/2019 04:34:11 PM,VACANT
HO987,07/23/2019 04:34:06 PM,VACANT
HO590,07/23/2019 04:34:03 PM,VACANT
66595,07/23/2019 04:33:58 PM,OCCUPIED
CB1571,07/23/2019 04:33:56 PM,OCCUPIED
CB981,07/23/2019 04:33:56 PM,VACANT
CB1040,07/23/2019 04:33:56 PM,OCCUPIED
HO494,07/23/2019 04:33:56 PM,VACANT
CC895,07/23/2019 04:33:54 PM,VACANT
CB3710,07/23/2019 04:33:52 PM,OCCUPIED
SV192,07/23/2019 04:33:50 PM,OCCUPIED
WV488,07/23/2019 04:33:46 PM,OCCUPIED
CB1809,07/23/2019 04:33:42 PM,OCCUPIED
CB3038,07/23/2019 04:33:36 PM,OCCUPIED
CB859,07/23/2019 04:33:34 PM,VACANT
CB2783,07/23/2019 04:33:32 PM,VACANT
CC765,07/23/2019 04:33:30 PM,OCCUPIED
CB1773,07/23/2019 04:33:29 PM,OCCUPIED
CB2117,07/23/2019 04:33:29 PM,OCCUPIED
CC1219A,07/23/2019 04:33:28 PM,OCCUPIED
CB1747,07/23/2019 04:33:27 PM,OCCUPIED
CB3234,07/23/2019 04:33:27 PM,OCCUPIED
LT23,07/23/2019 04:33:25 PM,OCCUPIED
SV753A,07/23/2019 04:33:23 PM,VACANT
SV719,07/23/2019 04:33:21 PM,OCCUPIED
61428,07/23/2019 04:33:19 PM,OCCUPIED
CB3362,07/23/2019 04:33:17 PM,OCCUPIED
SV291,07/23/2019 04:33:16 PM,VACANT
SV633,07/23/2019 04:33:13 PM,VACANT
CB573,07/23/2019 04:33:05 PM,OCCUPIED
WV450,07/23/2019 04:33:03 PM,OCCUPIED
CB1491,07/23/2019 04:33:00 PM,OCCUPIED
CB2809,07/23/2019 04:32:58 PM,VACANT
CB920,07/23/2019 04:32:56 PM,OCCUPIED
61445,07/23/2019 04:32:50 PM,VACANT
WV120,07/23/2019 04:32:48 PM,OCCUPIED
66461,07/23/2019 04:32:48 PM,VACANT
WV95,07/23/2019 04:32:47 PM,VACANT
HO627,07/23/2019 04:32:43 PM,OCCUPIED
CT396,07/23/2019 04:32:43 PM,OCCUPIED
CC324A,07/23/2019 04:32:42 PM,OCCUPIED
CB975,07/23/2019 04:32:41 PM,OCCUPIED
CT28,07/23/2019 04:32:38 PM,OCCUPIED
CB853,07/23/2019 04:32:31 PM,VACANT
CC1503,07/23/2019 04:32:31 PM,OCCUPIED
CT357,07/23/2019 04:32:30 PM,OCCUPIED
WV65,07/23/2019 04:32:30 PM,OCCUPIED
66204,07/23/2019 04:32:22 PM,OCCUPIED
LT345,07/23/2019 04:32:17 PM,OCCUPIED
61356,07/23/2019 04:32:15 PM,OCCUPIED
V105,07/23/2019 04:32:14 PM,VACANT
CB3258,07/23/2019 04:32:14 PM,OCCUPIED
CB66,07/23/2019 04:32:14 PM,OCCUPIED
CC317A,07/23/2019 04:32:14 PM,OCCUPIED
WV351,07/23/2019 04:32:12 PM,OCCUPIED
SV720,07/23/2019 04:32:12 PM,VACANT
CT489,07/23/2019 04:32:10 PM,VACANT
SV740,07/23/2019 04:32:10 PM,OCCUPIED
LT15,07/23/2019 04:32:05 PM,OCCUPIED
CB642,07/23/2019 04:32:05 PM,VACANT
HO268B,07/23/2019 04:32:04 PM,OCCUPIED
SV394A,07/23/2019 04:32:03 PM,VACANT
CB1177,07/23/2019 04:32:02 PM,VACANT
CB2269,07/23/2019 04:32:01 PM,OCCUPIED
CB3298,07/23/2019 04:31:59 PM,OCCUPIED
CB986,07/23/2019 04:31:59 PM,OCCUPIED
HO78A,07/23/2019 04:31:58 PM,OCCUPIED
CT303,07/23/2019 04:31:50 PM,VACANT
CB3573,07/23/2019 04:31:50 PM,OCCUPIED
CB3700,07/23/2019 04:31:49 PM,OCCUPIED
CC633,07/23/2019 04:31:49 PM,OCCUPIED
CT31,07/23/2019 04:31:45 PM,VACANT
CC1436,07/23/2019 04:31:43 PM,OCCUPIED
ED519C,07/23/2019 04:31:43 PM,OCCUPIED
WP159,07/23/2019 04:31:42 PM,OCCUPIED
CB972,07/23/2019 04:31:38 PM,VACANT
CC1432,07/23/2019 04:31:35 PM,OCCUPIED
LT250,07/23/2019 04:31:34 PM,VACANT
CB3592,07/23/2019 04:31:33 PM,OCCUPIED
SV734,07/23/2019 04:31:32 PM,OCCUPIED
CC378,07/23/2019 04:31:30 PM,OCCUPIED
SV21,07/23/2019 04:31:29 PM,VACANT
SV24,07/23/2019 04:31:28 PM,OCCUPIED
CB163,07/23/2019 04:31:24 PM,OCCUPIED
SV153,07/23/2019 04:31:21 PM,OCCUPIED
SV166,07/23/2019 04:31:19 PM,OCCUPIED
CB608,07/23/2019 04:31:17 PM,OCCUPIED
WV323,07/23/2019 04:31:15 PM,OCCUPIED
CB4513,07/23/2019 04:31:12 PM,VACANT
HO1056,07/23/2019 04:31:10 PM,OCCUPIED
HO113,07/23/2019 04:31:10 PM,UNKNOWN
CB3763,07/23/2019 04:31:10 PM,OCCUPIED
CB1511,07/23/2019 04:31:04 PM,OCCUPIED
CC620,07/23/2019 04:30:59 PM,OCCUPIED
CB1578,07/23/2019 04:30:59 PM,OCCUPIED
66135,07/23/2019 04:30:58 PM,OCCUPIED
CT2,07/23/2019 04:30:52 PM,OCCUPIED
CB856,07/23/2019 04:30:48 PM,VACANT
CT373,07/23/2019 04:30:43 PM,OCCUPIED
CB2689,07/23/2019 04:30:42 PM,OCCUPIED
66598,07/23/2019 04:30:42 PM,VACANT
CB3058,07/23/2019 04:30:41 PM,OCCUPIED
CB175,07/23/2019 04:30:38 PM,OCCUPIED
CB3955,07/23/2019 04:30:36 PM,OCCUPIED
CB2289,07/23/2019 04:30:36 PM,OCCUPIED
HO952,07/23/2019 04:30:28 PM,VACANT
HO280C,07/23/2019 04:30:27 PM,VACANT
CB2161,07/23/2019 04:30:26 PM,OCCUPIED
HO516A,07/23/2019 04:30:24 PM,OCCUPIED
LT392,07/23/2019 04:30:22 PM,OCCUPIED
WV56,07/23/2019 04:30:15 PM,OCCUPIED
CT111,07/23/2019 04:30:08 PM,VACANT
CB2099,07/23/2019 04:30:00 PM,OCCUPIED
CT560,07/23/2019 04:29:56 PM,OCCUPIED
HO485B,07/23/2019 04:29:55 PM,VACANT
WV331,07/23/2019 04:29:53 PM,OCCUPIED
CB4065,07/23/2019 04:29:52 PM,VACANT
CB1580,07/23/2019 04:29:52 PM,OCCUPIED
SV652A,07/23/2019 04:29:51 PM,VACANT
CB2512,07/23/2019 04:29:47 PM,OCCUPIED
HO79,07/23/2019 04:29:47 PM,VACANT
CB67,07/23/2019 04:29:46 PM,OCCUPIED
SV609,07/23/2019 04:29:44 PM,VACANT
66466,07/23/2019 04:29:40 PM,OCCUPIED
LT426,07/23/2019 04:29:37 PM,VACANT
WV92,07/23/2019 04:29:32 PM,OCCUPIED
SV170A,07/23/2019 04:29:30 PM,OCCUPIED
CT113,07/23/2019 04:29:30 PM,OCCUPIED
WP12,07/23/2019 04:29:25 PM,VACANT
CB898,07/23/2019 04:29:21 PM,OCCUPIED
HO641,07/23/2019 04:29:16 PM,VACANT
WV592,07/23/2019 04:29:14 PM,OCCUPIED
HO508,07/23/2019 04:29:11 PM,OCCUPIED
WV268,07/23/2019 04:29:06 PM,OCCUPIED
66294,07/23/2019 04:29:06 PM,OCCUPIED
HO118A,07/23/2019 04:29:04 PM,OCCUPIED
LT5A,07/23/2019 04:29:03 PM,OCCUPIED
SV179,07/23/2019 04:29:03 PM,UNKNOWN
V110,07/23/2019 04:28:59 PM,VACANT
CB2231B,07/23/2019 04:28:59 PM,OCCUPIED
CB2597,07/23/2019 04:28:59 PM,OCCUPIED
CB646A,07/23/2019 04:28:58 PM,VACANT
CB3725,07/23/2019 04:28:56 PM,OCCUPIED
WV299,07/23/2019 04:28:55 PM,OCCUPIED
CC1330,07/23/2019 04:28:54 PM,OCCUPIED
61358,07/23/2019 04:28:52 PM,UNKNOWN
CT540,07/23/2019 04:28:51 PM,OCCUPIED
CT45,07/23/2019 04:28:43 PM,VACANT
CT541,07/23/2019 04:28:42 PM,VACANT
CC297,07/23/2019 04:28:36 PM,VACANT
82717,07/23/2019 04:28:35 PM,OCCUPIED
CB2384,07/23/2019 04:28:34 PM,VACANT
LT2,07/23/2019 04:28:26 PM,OCCUPIED
LT390,07/23/2019 04:28:23 PM,OCCUPIED
SV626,07/23/2019 04:28:17 PM,OCCUPIED
82716,07/23/2019 04:28:17 PM,OCCUPIED
CB3010,07/23/2019 04:28:16 PM,OCCUPIED
CC815A,07/23/2019 04:28:13 PM,OCCUPIED
LT303,07/23/2019 04:28:13 PM,OCCUPIED
CT184,07/23/2019 04:28:10 PM,OCCUPIED
CB1018A,07/23/2019 04:28:10 PM,OCCUPIED
SV627,07/23/2019 04:28:09 PM,OCCUPIED
HO285,07/23/2019 04:28:08 PM,OCCUPIED
CC899,07/23/2019 04:28:06 PM,OCCUPIED
CB1754,07/23/2019 04:28:01 PM,OCCUPIED
82715,07/23/2019 04:28:01 PM,OCCUPIED
CB2641,07/23/2019 04:27:57 PM,OCCUPIED
CT413,07/23/2019 04:27:52 PM,OCCUPIED
LT373,07/23/2019 04:27:49 PM,OCCUPIED
CB2290,07/23/2019 04:27:36 PM,VACANT
CB1045,07/23/2019 04:27:36 PM,VACANT
CB3958A,07/23/2019 04:27:32 PM,OCCUPIED
CB2602,07/23/2019 04:27:31 PM,VACANT
CC1306,07/23/2019 04:27:29 PM,OCCUPIED
CB2519,07/23/2019 04:27:27 PM,OCCUPIED
61222,07/23/2019 04:27:25 PM,VACANT
CB855,07/23/2019 04:27:24 PM,OCCUPIED
HO133,07/23/2019 04:27:17 PM,VACANT
LT308,07/23/2019 04:27:14 PM,OCCUPIED
CB1282,07/23/2019 04:27:13 PM,OCCUPIED
WV590,07/23/2019 04:27:12 PM,OCCUPIED
CB1280,07/23/2019 04:27:09 PM,OCCUPIED
CB3054,07/23/2019 04:27:02 PM,OCCUPIED
CB949,07/23/2019 04:26:58 PM,OCCUPIED
66403,07/23/2019 04:26:45 PM,VACANT
CB2284B,07/23/2019 04:26:39 PM,VACANT
CB3310,07/23/2019 04:26:38 PM,VACANT
CB635,07/23/2019 04:26:36 PM,OCCUPIED
CB3580,07/23/2019 04:26:28 PM,OCCUPIED
SV753,07/23/2019 04:26:25 PM,OCCUPIED
CB1650,07/23/2019 04:26:21 PM,OCCUPIED
CB1753,07/23/2019 04:26:19 PM,VACANT
WV82,07/23/2019 04:26:13 PM,OCCUPIED
HO132,07/23/2019 04:26:13 PM,OCCUPIED
CB720,07/23/2019 04:26:12 PM,OCCUPIED
WV446A,07/23/2019 04:26:10 PM,OCCUPIED
SV128A,07/23/2019 04:26:08 PM,VACANT
HO253,07/23/2019 04:26:08 PM,OCCUPIED
61325,07/23/2019 04:26:07 PM,OCCUPIED
CB2101,07/23/2019 04:26:02 PM,OCCUPIED
CB709,07/23/2019 04:25:59 PM,OCCUPIED
CB2327A,07/23/2019 04:25:57 PM,OCCUPIED
ED396A,07/23/2019 04:25:56 PM,VACANT
CB2327,07/23/2019 04:25:55 PM,OCCUPIED
CB16,07/23/2019 04:25:55 PM,OCCUPIED
CB3815,07/23/2019 04:25:54 PM,OCCUPIED
CB3815A,07/23/2019 04:25:54 PM,OCCUPIED
WV66A,07/23/2019 04:25:53 PM,OCCUPIED
CB1427,07/23/2019 04:25:52 PM,OCCUPIED
CC281,07/23/2019 04:25:51 PM,OCCUPIED
WV339,07/23/2019 04:25:51 PM,OCCUPIED
CB1665,07/23/2019 04:25:50 PM,OCCUPIED
82719,07/23/2019 04:25:50 PM,OCCUPIED
WV345,07/23/2019 04:25:45 PM,OCCUPIED
HO593,07/23/2019 04:25:44 PM,VACANT
CB3202A,07/23/2019 04:25:42 PM,OCCUPIED
CB3059,07/23/2019 04:25:36 PM,OCCUPIED
CT214,07/23/2019 04:25:32 PM,OCCUPIED
CT175,07/23/2019 04:25:26 PM,OCCUPIED
CB26,07/23/2019 04:25:20 PM,OCCUPIED
SV600,07/23/2019 04:25:19 PM,VACANT
CT239,07/23/2019 04:25:18 PM,VACANT
CT44,07/23/2019 04:25:16 PM,OCCUPIED
CC1442A,07/23/2019 04:25:13 PM,VACANT
CT544,07/23/2019 04:25:10 PM,VACANT
WV54,07/23/2019 04:25:08 PM,OCCUPIED
CB3568,07/23/2019 04:25:04 PM,OCCUPIED
CB594,07/23/2019 04:25:04 PM,OCCUPIED
CB2642,07/23/2019 04:24:59 PM,OCCUPIED
SV656,07/23/2019 04:24:59 PM,VACANT
CB764,07/23/2019 04:24:52 PM,OCCUPIED
CC1253,07/23/2019 04:24:50 PM,VACANT
HO284,07/23/2019 04:24:46 PM,UNKNOWN
CC812A,07/23/2019 04:24:46 PM,OCCUPIED
CB4025,07/23/2019 04:24:46 PM,OCCUPIED
CB70,07/23/2019 04:24:45 PM,OCCUPIED
LT206,07/23/2019 04:24:37 PM,VACANT
CB2418A,07/23/2019 04:24:35 PM,OCCUPIED
SV159,07/23/2019 04:24:30 PM,OCCUPIED
CB3331,07/23/2019 04:24:26 PM,OCCUPIED
HO278C,07/23/2019 04:24:23 PM,VACANT
CB582,07/23/2019 04:24:23 PM,OCCUPIED
CB716,07/23/2019 04:24:21 PM,VACANT
CB1134,07/23/2019 04:24:18 PM,OCCUPIED
WV674A,07/23/2019 04:24:09 PM,OCCUPIED
SV175,07/23/2019 04:24:05 PM,VACANT
CB2234,07/23/2019 04:24:03 PM,OCCUPIED
CB716A,07/23/2019 04:23:59 PM,OCCUPIED
CB3716,07/23/2019 04:23:46 PM,VACANT
CB3312,07/23/2019 04:23:45 PM,VACANT
CB3228,07/23/2019 04:23:40 PM,OCCUPIED
CB3052,07/23/2019 04:23:39 PM,OCCUPIED
HO108,07/23/2019 04:23:39 PM,OCCUPIED
CT187A,07/23/2019 04:23:33 PM,OCCUPIED
CB4028,07/23/2019 04:23:32 PM,OCCUPIED
CB832,07/23/2019 04:23:31 PM,VACANT
HO163,07/23/2019 04:23:28 PM,OCCUPIED
SV617,07/23/2019 04:23:25 PM,VACANT
WV595,07/23/2019 04:23:25 PM,OCCUPIED
CB934,07/23/2019 04:23:24 PM,OCCUPIED
ED632,07/23/2019 04:23:20 PM,VACANT
CB4034,07/23/2019 04:23:17 PM,OCCUPIED
CB3031,07/23/2019 04:23:15 PM,VACANT
HO626,07/23/2019 04:23:12 PM,OCCUPIED
CB3172,07/23/2019 04:23:11 PM,OCCUPIED
CB24,07/23/2019 04:23:11 PM,OCCUPIED
66448,07/23/2019 04:22:55 PM,OCCUPIED
CB1860,07/23/2019 04:22:49 PM,OCCUPIED
CB3222,07/23/2019 04:22:49 PM,OCCUPIED
CB2422,07/23/2019 04:22:43 PM,OCCUPIED
CB2516,07/23/2019 04:22:42 PM,OCCUPIED
CC1232,07/23/2019 04:22:39 PM,OCCUPIED
CB3760,07/23/2019 04:22:38 PM,OCCUPIED
CB547A,07/23/2019 04:22:36 PM,OCCUPIED
CB3211,07/23/2019 04:22:36 PM,OCCUPIED
V109,07/23/2019 04:22:35 PM,OCCUPIED
CB1244,07/23/2019 04:22:34 PM,OCCUPIED
CB3204,07/23/2019 04:22:32 PM,VACANT
CT651,07/23/2019 04:22:32 PM,OCCUPIED
SV618,07/23/2019 04:22:20 PM,VACANT
CB3816B,07/23/2019 04:22:16 PM,VACANT
WV231,07/23/2019 04:22:12 PM,VACANT
WV495,07/23/2019 04:22:09 PM,OCCUPIED
WV445,07/23/2019 04:22:03 PM,OCCUPIED
CB3639,07/23/2019 04:21:59 PM,OCCUPIED
WV306,07/23/2019 04:21:51 PM,OCCUPIED
CB2551,07/23/2019 04:21:45 PM,OCCUPIED
CB719,07/23/2019 04:21:45 PM,OCCUPIED
CB3363,07/23/2019 04:21:44 PM,VACANT
CB1778,07/23/2019 04:21:43 PM,OCCUPIED
HO559,07/23/2019 04:21:38 PM,VACANT
WV116,07/23/2019 04:21:35 PM,OCCUPIED
WV665,07/23/2019 04:21:29 PM,VACANT
CT241,07/23/2019 04:21:28 PM,OCCUPIED
CB266,07/23/2019 04:21:27 PM,OCCUPIED
SV80,07/23/2019 04:21:27 PM,OCCUPIED
CB3219,07/23/2019 04:21:26 PM,OCCUPIED
LT559,07/23/2019 04:21:21 PM,OCCUPIED
CB3620,07/23/2019 04:21:17 PM,VACANT
CB773,07/23/2019 04:21:14 PM,OCCUPIED
CB3327,07/23/2019 04:21:07 PM,OCCUPIED
HO112A,07/23/2019 04:21:06 PM,VACANT
SV160,07/23/2019 04:21:05 PM,VACANT
CB3250A,07/23/2019 04:21:04 PM,OCCUPIED
CB4032,07/23/2019 04:21:03 PM,OCCUPIED
WV493,07/23/2019 04:20:56 PM,VACANT
CB3694,07/23/2019 04:20:56 PM,OCCUPIED
WV682,07/23/2019 04:20:53 PM,OCCUPIED
CT655,07/23/2019 04:20:52 PM,OCCUPIED
CC1179,07/23/2019 04:20:45 PM,OCCUPIED
CT584A,07/23/2019 04:20:42 PM,VACANT
CB4250,07/23/2019 04:20:34 PM,OCCUPIED
LT8,07/23/2019 04:20:27 PM,OCCUPIED
WP146,07/23/2019 04:20:27 PM,VACANT
CC1515,07/23/2019 04:20:23 PM,OCCUPIED
LT388,07/23/2019 04:20:16 PM,OCCUPIED
HO683,07/23/2019 04:20:16 PM,OCCUPIED
HO1068,07/23/2019 04:20:13 PM,OCCUPIED
CB1318A,07/23/2019 04:20:05 PM,VACANT
CB2930,07/23/2019 04:20:04 PM,OCCUPIED
CT172,07/23/2019 04:19:54 PM,OCCUPIED
SV284,07/23/2019 04:19:54 PM,OCCUPIED
CB2569,07/23/2019 04:19:50 PM,OCCUPIED
61406,07/23/2019 04:19:45 PM,VACANT
CB1381,07/23/2019 04:19:41 PM,OCCUPIED
WV205,07/23/2019 04:19:38 PM,OCCUPIED
CC1425A,07/23/2019 04:19:34 PM,OCCUPIED
HO270,07/23/2019 04:19:33 PM,OCCUPIED
CT460,07/23/2019 04:19:26 PM,OCCUPIED
WV686,07/23/2019 04:19:26 PM,OCCUPIED
WV353A,07/23/2019 04:19:20 PM,OCCUPIED
CB1247,07/23/2019 04:19:19 PM,OCCUPIED
CB2286,07/23/2019 04:19:18 PM,OCCUPIED
CC846,07/23/2019 04:19:18 PM,OCCUPIED
CB1382,07/23/2019 04:19:17 PM,OCCUPIED
SV181,07/23/2019 04:19:16 PM,VACANT
WV500,07/23/2019 04:19:15 PM,OCCUPIED
SV365,07/23/2019 04:19:14 PM,VACANT
LT1,07/23/2019 04:19:13 PM,OCCUPIED
CB1649,07/23/2019 04:19:08 PM,OCCUPIED
LT348,07/23/2019 04:19:05 PM,OCCUPIED
CB3142,07/23/2019 04:19:04 PM,OCCUPIED
CB1398A,07/23/2019 04:19:03 PM,OCCUPIED
ED521A,07/23/2019 04:18:59 PM,OCCUPIED
HO264A,07/23/2019 04:18:59 PM,VACANT
CB3013,07/23/2019 04:18:52 PM,VACANT
CB543,07/23/2019 04:18:36 PM,OCCUPIED
CB3931,07/23/2019 04:18:34 PM,OCCUPIED
WV113,07/23/2019 04:18:33 PM,OCCUPIED
HO97,07/23/2019 04:18:19 PM,VACANT
HO665A,07/23/2019 04:18:15 PM,VACANT
HO684,07/23/2019 04:18:12 PM,OCCUPIED
WV91,07/23/2019 04:18:09 PM,OCCUPIED
CC285,07/23/2019 04:18:08 PM,OCCUPIED
CB3928E,07/23/2019 04:18:07 PM,VACANT
HO570,07/23/2019 04:18:02 PM,VACANT
HO143,07/23/2019 04:18:01 PM,VACANT
CB530,07/23/2019 04:17:57 PM,VACANT
HO216,07/23/2019 04:17:53 PM,VACANT
ED776,07/23/2019 04:17:53 PM,OCCUPIED
SV290,07/23/2019 04:17:49 PM,OCCUPIED
WV349,07/23/2019 04:17:48 PM,OCCUPIED
CT652,07/23/2019 04:17:46 PM,OCCUPIED
CT538,07/23/2019 04:17:43 PM,OCCUPIED
CB1235A,07/23/2019 04:17:39 PM,VACANT
SV732,07/23/2019 04:17:33 PM,VACANT
CT3,07/23/2019 04:17:33 PM,OCCUPIED
HO36,07/23/2019 04:17:31 PM,VACANT
CT60B,07/23/2019 04:17:27 PM,OCCUPIED
LT461,07/23/2019 04:17:25 PM,OCCUPIED
CT2A,07/23/2019 04:17:19 PM,OCCUPIED
LT62,07/23/2019 04:17:13 PM,VACANT
CB1783,07/23/2019 04:17:10 PM,OCCUPIED
HO120,07/23/2019 04:17:10 PM,OCCUPIED
LT11A,07/23/2019 04:17:10 PM,OCCUPIED
LT393,07/23/2019 04:17:08 PM,OCCUPIED
CB707,07/23/2019 04:17:08 PM,VACANT
SV170B,07/23/2019 04:17:05 PM,VACANT
CB1626,07/23/2019 04:17:01 PM,OCCUPIED
CB2550,07/23/2019 04:16:55 PM,VACANT
HO510A,07/23/2019 04:16:54 PM,VACANT
CB3920,07/23/2019 04:16:43 PM,OCCUPIED
CB2406,07/23/2019 04:16:42 PM,VACANT
CB980,07/23/2019 04:16:40 PM,OCCUPIED
CB1653,07/23/2019 04:16:39 PM,OCCUPIED
CB757,07/23/2019 04:16:38 PM,OCCUPIED
HO484B,07/23/2019 04:16:34 PM,VACANT
LT49,07/23/2019 04:16:33 PM,OCCUPIED
CC322A,07/23/2019 04:16:31 PM,OCCUPIED
LT468,07/23/2019 04:16:28 PM,VACANT
WV38,07/23/2019 04:16:25 PM,OCCUPIED
61128,07/23/2019 04:16:19 PM,OCCUPIED
