SpaceID,EventTime_UTC,OccupancyState
HO222,07/23/2019 05:10:23 PM,OCCUPIED
SV650,07/23/2019 05:10:23 PM,OCCUPIED
CT27,07/23/2019 05:10:22 PM,VACANT
CB3928,07/23/2019 05:10:21 PM,OCCUPIED
CC1272,07/23/2019 05:10:19 PM,VACANT
82804,07/23/2019 05:10:18 PM,OCCUPIED
WP103,07/23/2019 05:10:18 PM,VACANT
ED598A,07/23/2019 05:10:15 PM,VACANT
HO552,07/23/2019 05:10:15 PM,OCCUPIED
CB3908,07/23/2019 05:10:14 PM,OCCUPIED
61431,07/23/2019 05:10:14 PM,OCCUPIED
CB2180A,07/23/2019 05:10:14 PM,VACANT
CB3303,07/23/2019 05:10:14 PM,VACANT
ED379,07/23/2019 05:10:13 PM,VACANT
CB1318,07/23/2019 05:10:12 PM,OCCUPIED
CB1285,07/23/2019 05:10:11 PM,VACANT
CB1561,07/23/2019 05:10:10 PM,OCCUPIED
CT287,07/23/2019 05:10:10 PM,OCCUPIED
CB2703,07/23/2019 05:10:09 PM,OCCUPIED
WP80,07/23/2019 05:10:09 PM,OCCUPIED
WV574,07/23/2019 05:10:09 PM,OCCUPIED
CB1284,07/23/2019 05:10:08 PM,OCCUPIED
CT499,07/23/2019 05:10:08 PM,VACANT
CB1014,07/23/2019 05:10:08 PM,OCCUPIED
SV942,07/23/2019 05:10:08 PM,VACANT
CC547,07/23/2019 05:10:07 PM,OCCUPIED
CB940,07/23/2019 05:10:06 PM,OCCUPIED
HO1024,07/23/2019 05:10:06 PM,VACANT
CB845,07/23/2019 05:10:04 PM,OCCUPIED
ED213A,07/23/2019 05:10:04 PM,VACANT
CB3019,07/23/2019 05:10:03 PM,OCCUPIED
HO698,07/23/2019 05:10:02 PM,VACANT
CB445,07/23/2019 05:10:00 PM,OCCUPIED
SV870,07/23/2019 05:09:58 PM,VACANT
HO235F,07/23/2019 05:09:58 PM,VACANT
HO576,07/23/2019 05:09:56 PM,VACANT
CB3713,07/23/2019 05:09:56 PM,VACANT
LZ122,07/23/2019 05:09:54 PM,OCCUPIED
WV295,07/23/2019 05:09:53 PM,VACANT
CB660,07/23/2019 05:09:52 PM,OCCUPIED
HO162-ev,07/23/2019 05:09:52 PM,VACANT
CB54,07/23/2019 05:09:51 PM,OCCUPIED
CB4075,07/23/2019 05:09:49 PM,VACANT
CB3103,07/23/2019 05:09:49 PM,OCCUPIED
CB752,07/23/2019 05:09:49 PM,OCCUPIED
66594,07/23/2019 05:09:48 PM,VACANT
WV338,07/23/2019 05:09:48 PM,OCCUPIED
HO1023,07/23/2019 05:09:48 PM,OCCUPIED
66149,07/23/2019 05:09:48 PM,OCCUPIED
CB921,07/23/2019 05:09:47 PM,VACANT
CB4225,07/23/2019 05:09:47 PM,VACANT
CB3307,07/23/2019 05:09:45 PM,VACANT
CB717,07/23/2019 05:09:45 PM,VACANT
ED246,07/23/2019 05:09:45 PM,VACANT
LT245,07/23/2019 05:09:43 PM,VACANT
CT297,07/23/2019 05:09:43 PM,VACANT
CB2929,07/23/2019 05:09:42 PM,OCCUPIED
SV40,07/23/2019 05:09:42 PM,VACANT
SV234,07/23/2019 05:09:42 PM,VACANT
CB75,07/23/2019 05:09:41 PM,OCCUPIED
CB3094A,07/23/2019 05:09:39 PM,OCCUPIED
V251,07/23/2019 05:09:39 PM,OCCUPIED
CB854,07/23/2019 05:09:38 PM,OCCUPIED
LT32,07/23/2019 05:09:38 PM,VACANT
LT453,07/23/2019 05:09:37 PM,OCCUPIED
ED390,07/23/2019 05:09:36 PM,OCCUPIED
82823,07/23/2019 05:09:34 PM,OCCUPIED
LT31,07/23/2019 05:09:33 PM,VACANT
CB922,07/23/2019 05:09:32 PM,OCCUPIED
CT511,07/23/2019 05:09:29 PM,OCCUPIED
CB2545,07/23/2019 05:09:29 PM,OCCUPIED
LT500,07/23/2019 05:09:26 PM,OCCUPIED
LT330,07/23/2019 05:09:25 PM,OCCUPIED
ED206,07/23/2019 05:09:25 PM,OCCUPIED
LT372C,07/23/2019 05:09:25 PM,OCCUPIED
CB3369,07/23/2019 05:09:25 PM,VACANT
HO107,07/23/2019 05:09:24 PM,OCCUPIED
LT331,07/23/2019 05:09:24 PM,VACANT
LT76,07/23/2019 05:09:24 PM,OCCUPIED
CB770,07/23/2019 05:09:24 PM,VACANT
CT529A,07/23/2019 05:09:22 PM,VACANT
CB3734,07/23/2019 05:09:20 PM,VACANT
HO932A,07/23/2019 05:09:20 PM,OCCUPIED
CB3244,07/23/2019 05:09:18 PM,VACANT
CC833,07/23/2019 05:09:18 PM,OCCUPIED
CB1006A,07/23/2019 05:09:17 PM,OCCUPIED
WV580,07/23/2019 05:09:17 PM,OCCUPIED
CB25,07/23/2019 05:09:16 PM,VACANT
61116,07/23/2019 05:09:15 PM,OCCUPIED
CB2414,07/23/2019 05:09:15 PM,OCCUPIED
HO591A,07/23/2019 05:09:13 PM,VACANT
CB1793,07/23/2019 05:09:12 PM,VACANT
CB720A,07/23/2019 05:09:11 PM,OCCUPIED
WP175,07/23/2019 05:09:10 PM,OCCUPIED
82822,07/23/2019 05:09:09 PM,OCCUPIED
CT14,07/23/2019 05:09:08 PM,OCCUPIED
SV867,07/23/2019 05:09:08 PM,OCCUPIED
LZ104,07/23/2019 05:09:04 PM,OCCUPIED
CB2176,07/23/2019 05:09:04 PM,OCCUPIED
CB2570,07/23/2019 05:09:03 PM,OCCUPIED
CT563,07/23/2019 05:09:03 PM,OCCUPIED
HO269,07/23/2019 05:09:00 PM,OCCUPIED
WV463,07/23/2019 05:09:00 PM,VACANT
66150,07/23/2019 05:08:59 PM,OCCUPIED
CC1268,07/23/2019 05:08:58 PM,VACANT
HO504,07/23/2019 05:08:58 PM,VACANT
CB3104,07/23/2019 05:08:57 PM,VACANT
CB3670,07/23/2019 05:08:53 PM,OCCUPIED
WV498,07/23/2019 05:08:53 PM,OCCUPIED
CB751,07/23/2019 05:08:53 PM,VACANT
CB699,07/23/2019 05:08:52 PM,OCCUPIED
CB3332,07/23/2019 05:08:51 PM,VACANT
CB4232,07/23/2019 05:08:50 PM,VACANT
HO521,07/23/2019 05:08:49 PM,VACANT
CB2952,07/23/2019 05:08:49 PM,OCCUPIED
HO145,07/23/2019 05:08:49 PM,OCCUPIED
ED627,07/23/2019 05:08:47 PM,OCCUPIED
CB3130,07/23/2019 05:08:47 PM,OCCUPIED
HO449,07/23/2019 05:08:46 PM,VACANT
LT366,07/23/2019 05:08:45 PM,OCCUPIED
CB4423,07/23/2019 05:08:45 PM,OCCUPIED
CB1429,07/23/2019 05:08:44 PM,OCCUPIED
ED777,07/23/2019 05:08:44 PM,OCCUPIED
HO603,07/23/2019 05:08:43 PM,VACANT
CB2953,07/23/2019 05:08:41 PM,OCCUPIED
CB3071,07/23/2019 05:08:39 PM,VACANT
CC885,07/23/2019 05:08:36 PM,OCCUPIED
CB1792,07/23/2019 05:08:35 PM,OCCUPIED
CB1856,07/23/2019 05:08:35 PM,VACANT
CB3006B,07/23/2019 05:08:34 PM,VACANT
61214,07/23/2019 05:08:34 PM,VACANT
66419,07/23/2019 05:08:34 PM,OCCUPIED
CB4468,07/23/2019 05:08:31 PM,VACANT
WV112,07/23/2019 05:08:30 PM,OCCUPIED
ED622,07/23/2019 05:08:30 PM,OCCUPIED
CB673,07/23/2019 05:08:29 PM,OCCUPIED
HO936,07/23/2019 05:08:27 PM,VACANT
WV327,07/23/2019 05:08:26 PM,OCCUPIED
LZ128,07/23/2019 05:08:25 PM,OCCUPIED
CB1022A,07/23/2019 05:08:25 PM,OCCUPIED
ED223,07/23/2019 05:08:24 PM,VACANT
HO505,07/23/2019 05:08:23 PM,OCCUPIED
CT306,07/23/2019 05:08:23 PM,VACANT
CT316,07/23/2019 05:08:21 PM,OCCUPIED
CT528,07/23/2019 05:08:17 PM,OCCUPIED
CC1274,07/23/2019 05:08:16 PM,OCCUPIED
CB3912A,07/23/2019 05:08:15 PM,VACANT
CB660A,07/23/2019 05:08:15 PM,VACANT
CB775,07/23/2019 05:08:13 PM,OCCUPIED
ED242,07/23/2019 05:08:12 PM,OCCUPIED
SV614A,07/23/2019 05:08:10 PM,OCCUPIED
CT512,07/23/2019 05:08:10 PM,OCCUPIED
LT573,07/23/2019 05:08:08 PM,OCCUPIED
WV126,07/23/2019 05:08:07 PM,VACANT
CC787,07/23/2019 05:08:06 PM,VACANT
CB1785,07/23/2019 05:08:04 PM,OCCUPIED
CB822,07/23/2019 05:08:03 PM,VACANT
CB1317A,07/23/2019 05:08:03 PM,OCCUPIED
LT60,07/23/2019 05:08:01 PM,OCCUPIED
CB3109,07/23/2019 05:08:01 PM,OCCUPIED
SV110,07/23/2019 05:07:59 PM,VACANT
CB1813,07/23/2019 05:07:57 PM,OCCUPIED
CB2326,07/23/2019 05:07:55 PM,VACANT
CB3350,07/23/2019 05:07:53 PM,VACANT
CB1814,07/23/2019 05:07:53 PM,VACANT
CT531,07/23/2019 05:07:53 PM,OCCUPIED
LT456,07/23/2019 05:07:53 PM,VACANT
CC1182,07/23/2019 05:07:53 PM,OCCUPIED
CB840,07/23/2019 05:07:53 PM,OCCUPIED
LT343A,07/23/2019 05:07:52 PM,VACANT
HO242B,07/23/2019 05:07:49 PM,VACANT
ED407,07/23/2019 05:07:49 PM,OCCUPIED
HO213,07/23/2019 05:07:49 PM,OCCUPIED
CB791,07/23/2019 05:07:49 PM,OCCUPIED
SV191,07/23/2019 05:07:49 PM,VACANT
HO676,07/23/2019 05:07:48 PM,OCCUPIED
CB3263,07/23/2019 05:07:47 PM,VACANT
CB3581,07/23/2019 05:07:47 PM,OCCUPIED
LT268,07/23/2019 05:07:45 PM,VACANT
HO989,07/23/2019 05:07:44 PM,VACANT
CB647B,07/23/2019 05:07:43 PM,OCCUPIED
CB1509,07/23/2019 05:07:41 PM,OCCUPIED
CB1536,07/23/2019 05:07:39 PM,OCCUPIED
CB1645,07/23/2019 05:07:39 PM,OCCUPIED
CB4469,07/23/2019 05:07:39 PM,OCCUPIED
CB3713A,07/23/2019 05:07:38 PM,OCCUPIED
CC275,07/23/2019 05:07:36 PM,OCCUPIED
CB1642,07/23/2019 05:07:35 PM,VACANT
SV165,07/23/2019 05:07:35 PM,OCCUPIED
CB1232,07/23/2019 05:07:34 PM,VACANT
CB3960A,07/23/2019 05:07:33 PM,OCCUPIED
CB815,07/23/2019 05:07:33 PM,OCCUPIED
SV918,07/23/2019 05:07:29 PM,VACANT
CB866,07/23/2019 05:07:26 PM,VACANT
CB2702,07/23/2019 05:07:26 PM,VACANT
WV343,07/23/2019 05:07:26 PM,VACANT
WV340,07/23/2019 05:07:26 PM,OCCUPIED
CB2752A,07/23/2019 05:07:25 PM,VACANT
CB756,07/23/2019 05:07:25 PM,OCCUPIED
CB978,07/23/2019 05:07:23 PM,OCCUPIED
WV81,07/23/2019 05:07:22 PM,OCCUPIED
V64,07/23/2019 05:07:22 PM,VACANT
ED608,07/23/2019 05:07:21 PM,OCCUPIED
CB1018B,07/23/2019 05:07:21 PM,OCCUPIED
CB2255,07/23/2019 05:07:20 PM,VACANT
CB867,07/23/2019 05:07:20 PM,OCCUPIED
CB765,07/23/2019 05:07:19 PM,OCCUPIED
CB4401,07/23/2019 05:07:19 PM,VACANT
CB933,07/23/2019 05:07:18 PM,OCCUPIED
ED625,07/23/2019 05:07:17 PM,OCCUPIED
CB2233,07/23/2019 05:07:17 PM,OCCUPIED
CB123,07/23/2019 05:07:16 PM,OCCUPIED
CB1628,07/23/2019 05:07:15 PM,OCCUPIED
LT303B,07/23/2019 05:07:14 PM,OCCUPIED
SV377,07/23/2019 05:07:12 PM,VACANT
CC901,07/23/2019 05:07:12 PM,OCCUPIED
WP13,07/23/2019 05:07:12 PM,OCCUPIED
CB1219,07/23/2019 05:07:11 PM,VACANT
CB1148,07/23/2019 05:07:10 PM,OCCUPIED
66130,07/23/2019 05:07:09 PM,VACANT
CT586,07/23/2019 05:07:09 PM,VACANT
CB1787,07/23/2019 05:07:08 PM,OCCUPIED
CB3131,07/23/2019 05:07:05 PM,OCCUPIED
LT558,07/23/2019 05:07:04 PM,VACANT
WV614,07/23/2019 05:07:04 PM,OCCUPIED
CB1556,07/23/2019 05:07:03 PM,OCCUPIED
CT446,07/23/2019 05:07:03 PM,VACANT
CB1316,07/23/2019 05:07:03 PM,OCCUPIED
CB443,07/23/2019 05:07:02 PM,OCCUPIED
CB2154,07/23/2019 05:07:02 PM,OCCUPIED
HO455,07/23/2019 05:07:02 PM,OCCUPIED
SV244,07/23/2019 05:07:01 PM,OCCUPIED
CB2274B,07/23/2019 05:07:00 PM,VACANT
SV645,07/23/2019 05:06:57 PM,OCCUPIED
LT20,07/23/2019 05:06:56 PM,OCCUPIED
LT309A,07/23/2019 05:06:55 PM,OCCUPIED
SV1,07/23/2019 05:06:54 PM,OCCUPIED
HO166,07/23/2019 05:06:54 PM,VACANT
LT311A,07/23/2019 05:06:53 PM,OCCUPIED
LT499,07/23/2019 05:06:50 PM,OCCUPIED
WV602,07/23/2019 05:06:45 PM,OCCUPIED
HO180,07/23/2019 05:06:43 PM,VACANT
82814,07/23/2019 05:06:41 PM,OCCUPIED
CT225,07/23/2019 05:06:41 PM,OCCUPIED
CB3733,07/23/2019 05:06:40 PM,OCCUPIED
WV393,07/23/2019 05:06:39 PM,OCCUPIED
CB1641,07/23/2019 05:06:38 PM,OCCUPIED
CB3775,07/23/2019 05:06:38 PM,VACANT
CB3042,07/23/2019 05:06:37 PM,OCCUPIED
CT140A,07/23/2019 05:06:37 PM,OCCUPIED
LT307,07/23/2019 05:06:36 PM,VACANT
V254,07/23/2019 05:06:36 PM,VACANT
CB2274A,07/23/2019 05:06:35 PM,VACANT
HO953,07/23/2019 05:06:33 PM,VACANT
CB1019A,07/23/2019 05:06:33 PM,OCCUPIED
WV64,07/23/2019 05:06:32 PM,OCCUPIED
CB1647,07/23/2019 05:06:32 PM,OCCUPIED
V63,07/23/2019 05:06:32 PM,VACANT
CC316A,07/23/2019 05:06:32 PM,VACANT
CT140,07/23/2019 05:06:32 PM,VACANT
CT354,07/23/2019 05:06:31 PM,VACANT
CT340,07/23/2019 05:06:30 PM,VACANT
CB715A,07/23/2019 05:06:29 PM,OCCUPIED
CB2593,07/23/2019 05:06:28 PM,OCCUPIED
CB3582A,07/23/2019 05:06:28 PM,VACANT
HO288B,07/23/2019 05:06:27 PM,OCCUPIED
CT226,07/23/2019 05:06:23 PM,OCCUPIED
CB3041,07/23/2019 05:06:22 PM,VACANT
HO513,07/23/2019 05:06:21 PM,VACANT
LT66,07/23/2019 05:06:20 PM,OCCUPIED
CB76,07/23/2019 05:06:19 PM,OCCUPIED
WV519,07/23/2019 05:06:16 PM,OCCUPIED
CB1006,07/23/2019 05:06:15 PM,VACANT
CB2794,07/23/2019 05:06:14 PM,OCCUPIED
CB3095,07/23/2019 05:06:14 PM,VACANT
CB156,07/23/2019 05:06:13 PM,OCCUPIED
CT552,07/23/2019 05:06:13 PM,OCCUPIED
CB834,07/23/2019 05:06:12 PM,OCCUPIED
82718,07/23/2019 05:06:10 PM,OCCUPIED
CT59,07/23/2019 05:06:09 PM,OCCUPIED
HO179,07/23/2019 05:06:08 PM,OCCUPIED
CB691,07/23/2019 05:06:08 PM,OCCUPIED
CB4044A,07/23/2019 05:06:08 PM,VACANT
CT500,07/23/2019 05:06:05 PM,VACANT
CC881,07/23/2019 05:06:03 PM,OCCUPIED
CT187,07/23/2019 05:06:02 PM,VACANT
CB3839,07/23/2019 05:06:00 PM,OCCUPIED
CC1441,07/23/2019 05:06:00 PM,VACANT
ED671,07/23/2019 05:06:00 PM,OCCUPIED
CB1583,07/23/2019 05:05:59 PM,OCCUPIED
CB4033,07/23/2019 05:05:57 PM,OCCUPIED
61244,07/23/2019 05:05:56 PM,OCCUPIED
CT445,07/23/2019 05:05:56 PM,VACANT
HO482,07/23/2019 05:05:54 PM,VACANT
SV305A,07/23/2019 05:05:53 PM,OCCUPIED
CT257,07/23/2019 05:05:53 PM,OCCUPIED
CB769,07/23/2019 05:05:52 PM,OCCUPIED
CB3134,07/23/2019 05:05:51 PM,OCCUPIED
CB2381,07/23/2019 05:05:50 PM,OCCUPIED
LT277,07/23/2019 05:05:48 PM,OCCUPIED
CT513,07/23/2019 05:05:46 PM,OCCUPIED
CC1235,07/23/2019 05:05:45 PM,VACANT
LT304,07/23/2019 05:05:43 PM,OCCUPIED
CB839,07/23/2019 05:05:43 PM,OCCUPIED
61442,07/23/2019 05:05:42 PM,OCCUPIED
CB2439A,07/23/2019 05:05:41 PM,OCCUPIED
CC1507,07/23/2019 05:05:41 PM,OCCUPIED
WV167,07/23/2019 05:05:40 PM,VACANT
SV219A,07/23/2019 05:05:38 PM,VACANT
CT216,07/23/2019 05:05:37 PM,OCCUPIED
ED628,07/23/2019 05:05:37 PM,VACANT
66173,07/23/2019 05:05:35 PM,VACANT
HO528,07/23/2019 05:05:34 PM,VACANT
CT546,07/23/2019 05:05:33 PM,VACANT
CB2148,07/23/2019 05:05:32 PM,OCCUPIED
HO174,07/23/2019 05:05:30 PM,OCCUPIED
CB2515,07/23/2019 05:05:30 PM,VACANT
CT435,07/23/2019 05:05:29 PM,VACANT
CB855A,07/23/2019 05:05:29 PM,OCCUPIED
CT288,07/23/2019 05:05:27 PM,OCCUPIED
CB3333,07/23/2019 05:05:26 PM,OCCUPIED
CB1784,07/23/2019 05:05:24 PM,OCCUPIED
CT85,07/23/2019 05:05:22 PM,OCCUPIED
HO663,07/23/2019 05:05:21 PM,OCCUPIED
CB3302,07/23/2019 05:05:21 PM,OCCUPIED
CT545,07/23/2019 05:05:19 PM,VACANT
CB2738A,07/23/2019 05:05:19 PM,VACANT
CB4486,07/23/2019 05:05:17 PM,OCCUPIED
LT402,07/23/2019 05:05:16 PM,OCCUPIED
CB3590,07/23/2019 05:05:14 PM,OCCUPIED
66292,07/23/2019 05:05:13 PM,VACANT
66121,07/23/2019 05:05:10 PM,VACANT
CB3101,07/23/2019 05:05:10 PM,VACANT
HO453,07/23/2019 05:05:10 PM,OCCUPIED
CB711,07/23/2019 05:05:09 PM,OCCUPIED
LT116,07/23/2019 05:05:07 PM,VACANT
CB1563,07/23/2019 05:05:07 PM,OCCUPIED
CB761,07/23/2019 05:05:01 PM,VACANT
CB2951,07/23/2019 05:04:59 PM,VACANT
CT542,07/23/2019 05:04:56 PM,VACANT
HO877-const,07/23/2019 05:04:55 PM,OCCUPIED
HO484A,07/23/2019 05:04:55 PM,VACANT
ED377A,07/23/2019 05:04:54 PM,OCCUPIED
CB1309,07/23/2019 05:04:53 PM,VACANT
61464,07/23/2019 05:04:52 PM,VACANT
CB548,07/23/2019 05:04:52 PM,OCCUPIED
LT289,07/23/2019 05:04:48 PM,VACANT
61125,07/23/2019 05:04:46 PM,VACANT
61143,07/23/2019 05:04:44 PM,OCCUPIED
SV916,07/23/2019 05:04:42 PM,OCCUPIED
CT256,07/23/2019 05:04:42 PM,OCCUPIED
SV8,07/23/2019 05:04:42 PM,OCCUPIED
CB2116,07/23/2019 05:04:42 PM,OCCUPIED
82809,07/23/2019 05:04:41 PM,OCCUPIED
HO622,07/23/2019 05:04:38 PM,VACANT
CT564,07/23/2019 05:04:38 PM,OCCUPIED
CC544,07/23/2019 05:04:37 PM,OCCUPIED
LT55A,07/23/2019 05:04:36 PM,OCCUPIED
WV344,07/23/2019 05:04:34 PM,OCCUPIED
CB984,07/23/2019 05:04:33 PM,OCCUPIED
CT305,07/23/2019 05:04:32 PM,OCCUPIED
CB655A,07/23/2019 05:04:32 PM,OCCUPIED
CB2114A,07/23/2019 05:04:32 PM,OCCUPIED
ED784,07/23/2019 05:04:31 PM,OCCUPIED
CB808,07/23/2019 05:04:31 PM,OCCUPIED
CT528A,07/23/2019 05:04:31 PM,OCCUPIED
HO621,07/23/2019 05:04:30 PM,VACANT
HO275A,07/23/2019 05:04:28 PM,OCCUPIED
HO182A,07/23/2019 05:04:28 PM,OCCUPIED
HO248A,07/23/2019 05:04:26 PM,OCCUPIED
CB1513,07/23/2019 05:04:26 PM,OCCUPIED
SV108,07/23/2019 05:04:23 PM,VACANT
CB1151A,07/23/2019 05:04:22 PM,OCCUPIED
61427,07/23/2019 05:04:22 PM,OCCUPIED
CB2557B,07/23/2019 05:04:22 PM,OCCUPIED
CB3372,07/23/2019 05:04:22 PM,VACANT
SV359,07/23/2019 05:04:20 PM,VACANT
CB2781,07/23/2019 05:04:19 PM,OCCUPIED
WV72A,07/23/2019 05:04:19 PM,OCCUPIED
HO235G,07/23/2019 05:04:17 PM,OCCUPIED
CB3878,07/23/2019 05:04:16 PM,VACANT
LT492,07/23/2019 05:04:16 PM,OCCUPIED
SV200,07/23/2019 05:04:16 PM,OCCUPIED
CT360,07/23/2019 05:04:15 PM,VACANT
HO258,07/23/2019 05:04:14 PM,OCCUPIED
CB2149,07/23/2019 05:04:14 PM,OCCUPIED
CT526,07/23/2019 05:04:10 PM,OCCUPIED
CT325,07/23/2019 05:04:10 PM,OCCUPIED
LT13,07/23/2019 05:04:09 PM,OCCUPIED
WV53,07/23/2019 05:04:09 PM,OCCUPIED
HO259A,07/23/2019 05:04:08 PM,OCCUPIED
CB3953,07/23/2019 05:04:08 PM,OCCUPIED
HO260,07/23/2019 05:04:07 PM,OCCUPIED
HO566,07/23/2019 05:04:06 PM,OCCUPIED
CB3746,07/23/2019 05:04:04 PM,VACANT
WV497,07/23/2019 05:04:04 PM,OCCUPIED
HO40,07/23/2019 05:04:03 PM,OCCUPIED
WV159,07/23/2019 05:03:59 PM,VACANT
CB3720,07/23/2019 05:03:58 PM,VACANT
SV822,07/23/2019 05:03:57 PM,VACANT
CB3129,07/23/2019 05:03:56 PM,OCCUPIED
HO259,07/23/2019 05:03:56 PM,VACANT
ED519D,07/23/2019 05:03:52 PM,VACANT
HO520,07/23/2019 05:03:49 PM,OCCUPIED
ED637,07/23/2019 05:03:47 PM,OCCUPIED
HO950,07/23/2019 05:03:46 PM,VACANT
HO11,07/23/2019 05:03:45 PM,OCCUPIED
HO260A,07/23/2019 05:03:45 PM,VACANT
CC623,07/23/2019 05:03:43 PM,VACANT
CB3754,07/23/2019 05:03:43 PM,OCCUPIED
HO263,07/23/2019 05:03:42 PM,VACANT
CB518A,07/23/2019 05:03:42 PM,OCCUPIED
66115,07/23/2019 05:03:41 PM,VACANT
ED597,07/23/2019 05:03:41 PM,VACANT
66120,07/23/2019 05:03:38 PM,OCCUPIED
LT282,07/23/2019 05:03:37 PM,VACANT
HO527,07/23/2019 05:03:34 PM,OCCUPIED
CB2742,07/23/2019 05:03:33 PM,OCCUPIED
61365,07/23/2019 05:03:31 PM,OCCUPIED
CB713,07/23/2019 05:03:29 PM,OCCUPIED
SV397,07/23/2019 05:03:27 PM,VACANT
CB4036,07/23/2019 05:03:25 PM,VACANT
HO180A,07/23/2019 05:03:22 PM,VACANT
HO158,07/23/2019 05:03:19 PM,VACANT
CB2229,07/23/2019 05:03:16 PM,OCCUPIED
LT60A,07/23/2019 05:03:14 PM,VACANT
CT498A,07/23/2019 05:03:13 PM,VACANT
CB2228,07/23/2019 05:03:10 PM,VACANT
SV154,07/23/2019 05:03:07 PM,OCCUPIED
ED235,07/23/2019 05:03:07 PM,VACANT
CB2253,07/23/2019 05:03:06 PM,OCCUPIED
CT491,07/23/2019 05:03:04 PM,OCCUPIED
HO986,07/23/2019 05:03:04 PM,UNKNOWN
CB4514,07/23/2019 05:03:03 PM,VACANT
CB800,07/23/2019 05:03:03 PM,OCCUPIED
CB792,07/23/2019 05:03:01 PM,OCCUPIED
CB1020,07/23/2019 05:03:01 PM,OCCUPIED
WV395,07/23/2019 05:03:00 PM,OCCUPIED
HO578C,07/23/2019 05:02:59 PM,OCCUPIED
CT149,07/23/2019 05:02:58 PM,OCCUPIED
CT151,07/23/2019 05:02:56 PM,OCCUPIED
ED394A,07/23/2019 05:02:56 PM,OCCUPIED
CT80,07/23/2019 05:02:55 PM,OCCUPIED
CB970,07/23/2019 05:02:53 PM,OCCUPIED
CB2973,07/23/2019 05:02:51 PM,VACANT
CC1223,07/23/2019 05:02:50 PM,VACANT
CB2226,07/23/2019 05:02:48 PM,OCCUPIED
WV274,07/23/2019 05:02:48 PM,VACANT
CB1539,07/23/2019 05:02:48 PM,OCCUPIED
CB3722,07/23/2019 05:02:48 PM,OCCUPIED
HO280,07/23/2019 05:02:47 PM,VACANT
HO663A,07/23/2019 05:02:46 PM,OCCUPIED
CB706,07/23/2019 05:02:44 PM,OCCUPIED
CB555A,07/23/2019 05:02:43 PM,VACANT
CB4467,07/23/2019 05:02:43 PM,OCCUPIED
66114,07/23/2019 05:02:42 PM,OCCUPIED
SV244A,07/23/2019 05:02:40 PM,VACANT
LT477,07/23/2019 05:02:38 PM,OCCUPIED
ED380,07/23/2019 05:02:34 PM,OCCUPIED
LT369,07/23/2019 05:02:32 PM,OCCUPIED
CB2698,07/23/2019 05:02:32 PM,VACANT
CB2307,07/23/2019 05:02:31 PM,OCCUPIED
CB3354,07/23/2019 05:02:30 PM,OCCUPIED
CB826,07/23/2019 05:02:27 PM,OCCUPIED
HO287,07/23/2019 05:02:27 PM,VACANT
CB545,07/23/2019 05:02:26 PM,OCCUPIED
CB3264,07/23/2019 05:02:25 PM,OCCUPIED
SV614,07/23/2019 05:02:24 PM,VACANT
CB1633,07/23/2019 05:02:21 PM,VACANT
CB1332,07/23/2019 05:02:19 PM,VACANT
CB929,07/23/2019 05:02:18 PM,OCCUPIED
61408,07/23/2019 05:02:17 PM,VACANT
61457,07/23/2019 05:02:17 PM,OCCUPIED
CB1661,07/23/2019 05:02:17 PM,OCCUPIED
CB3096,07/23/2019 05:02:16 PM,OCCUPIED
CB685,07/23/2019 05:02:13 PM,OCCUPIED
CB3375,07/23/2019 05:02:10 PM,OCCUPIED
HO1063,07/23/2019 05:02:09 PM,VACANT
SV176,07/23/2019 05:02:09 PM,VACANT
ED395A,07/23/2019 05:02:07 PM,OCCUPIED
CC629,07/23/2019 05:02:06 PM,OCCUPIED
LT296E,07/23/2019 05:02:06 PM,OCCUPIED
WV279A,07/23/2019 05:02:03 PM,OCCUPIED
ED610,07/23/2019 05:02:03 PM,OCCUPIED
CB987,07/23/2019 05:02:02 PM,VACANT
HO933,07/23/2019 05:02:01 PM,VACANT
SV394B,07/23/2019 05:02:01 PM,VACANT
66607,07/23/2019 05:01:59 PM,OCCUPIED
CB647A,07/23/2019 05:01:58 PM,OCCUPIED
CT30,07/23/2019 05:01:57 PM,VACANT
WP79,07/23/2019 05:01:54 PM,OCCUPIED
CB2156,07/23/2019 05:01:53 PM,OCCUPIED
LT501,07/23/2019 05:01:53 PM,OCCUPIED
HO933A,07/23/2019 05:01:49 PM,OCCUPIED
HO280B,07/23/2019 05:01:47 PM,VACANT
CB3951,07/23/2019 05:01:47 PM,VACANT
CT91,07/23/2019 05:01:45 PM,OCCUPIED
HO1067,07/23/2019 05:01:44 PM,OCCUPIED
CT320,07/23/2019 05:01:44 PM,VACANT
ED631A,07/23/2019 05:01:42 PM,VACANT
CB1533,07/23/2019 05:01:41 PM,OCCUPIED
HO176A,07/23/2019 05:01:41 PM,OCCUPIED
HO971A,07/23/2019 05:01:40 PM,OCCUPIED
CB115,07/23/2019 05:01:39 PM,OCCUPIED
CC865,07/23/2019 05:01:36 PM,OCCUPIED
CB741,07/23/2019 05:01:36 PM,OCCUPIED
CB4269,07/23/2019 05:01:36 PM,OCCUPIED
CB1806,07/23/2019 05:01:34 PM,OCCUPIED
CB3346,07/23/2019 05:01:34 PM,OCCUPIED
CB1359,07/23/2019 05:01:33 PM,VACANT
LT300,07/23/2019 05:01:31 PM,VACANT
CT461,07/23/2019 05:01:28 PM,OCCUPIED
